Station,lat,long
Livingston Rd & 3rd St SE,38.82373,-77.00223000000001
Key West Ave & Siesta Key Way,39.105295,-77.194774
Fallsgrove Blvd & Fallsgrove Dr,39.096312,-77.192672
Sunset Hills & Old Reston Ave,38.955079,-77.351649
Fallsgrove Dr & W Montgomery Ave,39.099376,-77.188014
Briggs Chaney Park & Ride,39.0778751,-76.9418666
Tysons West Transit Center,38.932635999999995,-77.231825
Largo Town Center Metro,38.89975033333333,-76.84457816666666
Valley Ave & Wheeler Rd SE,38.836645781757504,-76.99358886515256
Montgomery College / W Campus Dr & Mannakee St,39.095661,-77.159048
King Farm Blvd & Pleasant Dr,39.114637,-77.17161966666667
Key West Ave & Diamondback Dr,39.106152,-77.202354
Rockville Metro East,39.085394,-77.145803
16th & Q St SE / Anacostia HS,38.870695,-76.982359
Good Hope & Naylor Rd SE,38.86005647007575,-76.96783974766731
Wheeler Ave & S. Floyd St.,38.808161,-77.100796
Wilson Blvd & N Quinn St,38.893993,-77.07857
Medical Center Dr & Key West Ave,39.103142666666656,-77.19646333333333
Shady Grove Metro West,39.119765,-77.166093
Shirlington Transit Center / Quincy St & Randolph St,38.839912,-77.08708299999999
Shady Grove Hospital,39.097636,-77.196636
Westpark Dr & Leesburg Pike,38.92403,-77.235955
61st St & Banks Pl NE,38.89176483333333,-76.91360833333333
Shady Grove Metro East,39.121327,-77.164969
Columbus Ave & Gramercy Blvd,39.123329999999996,-77.16486
37th & Ely Pl SE,38.883010999999996,-76.949709
United Medical Center,38.835770333333336,-76.9831975
Merrilee Dr & Lauren Elizabeth Lane,38.879355,-77.230681
Hyattsville Library / Adelphi Rd & Toledo Rd,38.9698,-76.9493
North Shore & Cameron Crescent Dr/Crescent Apartments,38.970046,-77.338686
Sunset Hills Rd & Discovery Square,38.95534,-77.357611
Reston Town Center Transit Station,38.957037,-77.359718
King Farm Blvd & Piccard Dr,39.110314,-77.18266899999999
Spring Hill Metro,38.929261,-77.240654
Towers Crescent Dr & Tysons One Pl,38.915246,-77.220157
Largo Rd & Campus Way / Prince Georges's Comm Col,38.88994,-76.825535
Campus Commons,38.944707,-77.335425
Capitol Heights Metro,38.888524,-76.913188
Mississippi Ave & 19th St SE / THEARC,38.84377,-76.97556999999999
Reston Regional Library,38.962095,-77.358815
Westpark & Jones Branch Dr,38.924437,-77.217664
Westpark & Park Run Dr,38.928919,-77.225394
New Dominion Pkwy & Fountain Dr,38.960574,-77.356324
New Hampshire & Lockwood,39.0391022,-76.99182370000001
Northwestern High School,38.975589500000005,-76.95223533333333
4th St & G St SW,38.881122999999995,-77.017658
23rd & M St NW,38.90530066666667,-77.05003666666667
22nd St & Constitution Ave NW,38.892441,-77.048947
Crystal Dr & 15th St S,38.860170000000004,-77.049593
Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,38.984691,-77.094537
3rd St & Riggs Rd NE,38.957469333333336,-77.0022235
Maryland Ave & E St NE,38.896134,-76.9929
4th St & Madison Dr NW,38.8904955,-77.0172465
17th & G St NW,38.89828294952361,-77.03973233699799
19th St & Constitution Ave NW,38.892483166666665,-77.04360783333334
23rd & E St NW ,38.896104,-77.049882
Half & Water St SW,38.866277000000004,-77.010551
16th & Harvard St NW,38.926088,-77.036536
14th & Q St NW,38.910674,-77.03188
Eisenhower Ave & Mill Race Ln,38.801111,-77.068952
Lincoln Park / 13th & East Capitol St NE ,38.890461,-76.988355
Wheaton Metro / Georgia Ave & Reedie Dr,39.038423828518326,-77.05102041363715
1st & O St NW,38.908643,-77.012365
Troy St & 26th St S,38.84800966666667,-77.07507733333334
Gallaudet / 8th St & Florida Ave NE,38.90509,-76.9941
Duke St & John Carlyle St,38.804378,-77.060866
Pershing Dr & Wayne St,38.880705,-77.08596
Pershing Dr & N George Mason Dr,38.871821999999995,-77.107906
Rockville Pike & Meeting St,39.050539,-77.115212
2nd & V St SW / James Creek Marina,38.863743,-77.013814
Vy Reston Heights,38.949008,-77.355299
Citadel Ave & McGrath Blvd,39.049,-77.10933
White Oak Transit Center,39.04104,-76.987125
Ridge Rd Community Center,38.876227445751475,-76.94098126958123
Woodley Park Metro / Calvert St & Connecticut Ave NW,38.923389,-77.051833
14th & V St NW,38.917764500000004,-77.032096
14th & R St NW,38.913046,-77.03200799999999
7th & S St NW,38.914204318729794,-77.0221745967865
5th St & Massachusetts Ave NW,38.900929999999995,-77.018677
Fairfax Dr & Wilson Blvd,38.885801,-77.09774499999999
Prince St & Union St,38.8031195,-77.04035016666667
14th & Rhode Island Ave NW,38.90849883333333,-77.03245766666667
14th & Irving St NW,38.928552,-77.032224
6th St & Indiana Ave NW,38.894573,-77.01994
15th St & Pennsylvania Ave NW,38.89646474748647,-77.0333808660507
Virginia Ave & 25th St NW,38.8995,-77.05415500000001
10th St & L'Enfant Plaza SW,38.88432272414662,-77.02601015567778
31st St & S Woodrow St,38.837666,-77.09482
Columbia Pike & S Taylor St,38.858523999999996,-77.103728
Anacostia Park,38.87335,-76.9834
Henry Bacon Dr & Lincoln Memorial Circle NW,38.890539000000004,-77.04938299999999
3rd & G St SE,38.881184999999995,-77.001828
Massachusetts Ave & Dupont Circle NW,38.910169333333336,-77.04436066666666
14th & Otis Pl NW,38.934405,-77.032687
14th & Belmont St NW,38.9210245,-77.03167633333334
28th St & S Meade St,38.846222,-77.069275
21st St & N Pierce St,38.89896866666667,-77.07832916666666
D St & Maryland Ave NE,38.894758,-76.997114
King St Metro South,38.80576284873485,-77.060626745224
Kenilworth Terrace & Hayes St. NE,38.90046848783359,-76.94728732109071
Twinbrook Metro,39.062041,-77.120776
Frederick Ave & Horners Ln,39.094772,-77.145213
Duke St & Strand (Robinson Terminal),38.801947,-77.040293
John McCormack Rd NE,38.938889,-76.997226
Perry & 35th St,38.93621783333333,-76.96005466666666
Tysons Corner Station,38.920939000000004,-77.222115
Minnesota Ave Metro/DOES,38.897063,-76.947446
31st & Water St NW,38.902814,-77.06104300000001
Washington-Liberty High School / N Stafford St & Generals Way,38.888282000000004,-77.11106600000001
3rd St & Pennsylvania Ave SE,38.887378000000005,-77.00195500000001
18th St & Wyoming Ave NW,38.918855666666666,-77.04155866666666
Washington Blvd & 10th St N,38.884734,-77.093485
Aurora Hills Cmty Ctr / 18th St & S Hayes St,38.857865999999994,-77.05949
