Row,Date,Flight Number,Destination,Delay
2443,6/5/19,389,MCO,-6.0
2444,6/6/19,389,MCO,-3.0
2445,6/7/19,389,MCO,-3.0
2446,6/8/19,389,MCO,0.0
2447,6/9/19,389,MCO,0.0
2448,6/10/19,389,MCO,16.0
2449,6/11/19,389,MCO,603.0
2450,6/12/19,389,MCO,7.0
2451,6/13/19,389,MCO,10.0
2452,6/14/19,389,MCO,2.0
2453,6/15/19,389,MCO,-1.0
2454,6/16/19,389,MCO,21.0
2455,6/17/19,389,MCO,8.0
2456,6/18/19,389,MCO,5.0
2457,6/19/19,389,MCO,3.0
2458,6/20/19,389,MCO,-2.0
2459,6/21/19,389,MCO,-2.0
2460,6/22/19,389,MCO,3.0
2461,6/23/19,389,MCO,10.0
2462,6/24/19,389,MCO,36.0
2463,6/25/19,389,MCO,-4.0
2464,6/26/19,389,MCO,-4.0
2465,6/27/19,389,MCO,3.0
2466,6/28/19,389,MCO,6.0
2467,6/29/19,389,MCO,-1.0
2468,6/30/19,389,MCO,-1.0
2469,6/1/19,443,FLL,172.0
2470,6/2/19,443,FLL,17.0
2471,6/3/19,443,FLL,0.0
2472,6/4/19,443,FLL,-5.0
2473,6/6/19,443,FLL,-1.0
2474,6/7/19,443,FLL,2.0
2475,6/8/19,443,FLL,-1.0
2476,6/9/19,443,FLL,0.0
2477,6/10/19,443,FLL,98.0
2478,6/11/19,443,FLL,6.0
2479,6/12/19,443,FLL,184.0
2480,6/13/19,443,FLL,2.0
2481,6/14/19,443,FLL,-2.0
2482,6/15/19,443,FLL,12.0
2483,6/16/19,443,FLL,10.0
2484,6/17/19,443,FLL,-4.0
2485,6/18/19,443,FLL,38.0
2486,6/19/19,443,FLL,10.0
2487,6/20/19,443,FLL,1.0
2488,6/21/19,443,FLL,-2.0
2489,6/22/19,443,FLL,0.0
2490,6/23/19,443,FLL,-1.0
2491,6/24/19,443,FLL,-1.0
2492,6/25/19,443,FLL,10.0
2493,6/26/19,443,FLL,4.0
2494,6/27/19,443,FLL,21.0
2495,6/28/19,443,FLL,30.0
2496,6/29/19,443,FLL,1.0
2497,6/30/19,443,FLL,8.0
2498,6/11/19,1243,MCO,2.0
2499,6/12/19,227,DEN,1.0
2500,6/13/19,1243,MCO,-3.0
2501,6/14/19,227,DEN,-2.0
2502,6/15/19,227,DEN,5.0
2503,6/16/19,1243,MCO,80.0
2504,6/17/19,227,DEN,0.0
2505,6/18/19,1243,MCO,9.0
2506,6/19/19,227,DEN,82.0
2507,6/20/19,1243,MCO,45.0
2508,6/21/19,227,DEN,20.0
2509,6/22/19,227,DEN,17.0
2510,6/23/19,1243,MCO,27.0
2511,6/24/19,227,DEN,18.0
2512,6/25/19,1243,MCO,-4.0
2513,6/2/19,3241,ORD,8.0
2514,6/3/19,3241,ORD,-8.0
2515,6/20/19,585,ABQ,6.0
2516,6/20/19,2452,ABQ,43.0
2517,6/20/19,266,ALB,116.0
2518,6/20/19,278,ALB,-1.0
2519,6/20/19,955,ALB,-2.0
2520,6/20/19,1085,ALB,-5.0
2521,6/20/19,1160,ALB,110.0
2522,6/20/19,159,ATL,-2.0
2523,6/20/19,196,ATL,40.0
2524,6/20/19,588,ATL,-4.0
2525,6/20/19,2168,ATL,-2.0
2526,6/20/19,2206,ATL,1.0
2527,6/20/19,2357,ATL,-1.0
2528,6/20/19,513,AUS,-5.0
2529,6/20/19,2055,AUS,9.0
2530,6/20/19,2198,AUS,4.0
2531,6/20/19,400,BDL,5.0
2532,6/20/19,1444,BDL,-4.0
2533,6/20/19,1529,BDL,-4.0
2534,6/20/19,2291,BDL,0.0
2535,6/20/19,2463,BDL,-2.0
2536,6/20/19,1686,BHM,1.0
2537,6/20/19,949,BNA,-1.0
2538,6/20/19,1807,BNA,12.0
2539,6/20/19,1841,BNA,67.0
2540,6/20/19,2037,BNA,35.0
2541,6/20/19,2582,BNA,13.0
2542,6/20/19,1157,BOS,62.0
2543,6/20/19,1159,BOS,55.0
2544,6/20/19,2143,BOS,-3.0
2545,6/20/19,2157,BOS,21.0
2546,6/20/19,2244,BOS,-4.0
2547,6/20/19,2292,BOS,-4.0
2548,6/20/19,5876,BOS,61.0
2549,6/20/19,1318,BUF,-4.0
2550,6/20/19,1392,BUF,3.0
2551,6/20/19,1551,BUF,-2.0
2552,6/20/19,1736,BUF,154.0
2553,6/20/19,2030,BUF,13.0
2554,6/20/19,2296,BUF,0.0
2555,6/20/19,127,CHS,-1.0
2556,6/20/19,2469,CHS,-2.0
2557,6/20/19,2481,CHS,5.0
2558,6/20/19,2510,CHS,7.0
2559,6/20/19,16,CLE,43.0
2560,6/20/19,2363,CLE,3.0
2561,6/20/19,2604,CLE,22.0
2562,6/20/19,2351,CLT,46.0
2563,6/20/19,2401,CLT,70.0
2564,6/20/19,262,CMH,-3.0
2565,6/20/19,449,CMH,33.0
2566,6/20/19,1726,CMH,-5.0
2567,6/20/19,1385,CVG,-5.0
2568,6/20/19,1681,CVG,115.0
2569,6/20/19,1879,CVG,4.0
2570,6/20/19,801,DAL,-3.0
2571,6/20/19,1922,DAL,92.0
2572,6/20/19,2502,DAL,-3.0
2573,6/20/19,3293,DAL,30.0
2574,6/20/19,180,DEN,6.0
2575,6/20/19,347,DEN,10.0
2576,6/20/19,1755,DEN,1.0
2577,6/20/19,2219,DEN,3.0
2578,6/20/19,5423,DEN,-5.0
2579,6/20/19,376,DTW,1.0
2580,6/20/19,402,DTW,-5.0
2581,6/20/19,2539,DTW,19.0
2582,6/20/19,2590,ECP,-2.0
2583,6/20/19,133,FLL,2.0
2584,6/20/19,698,FLL,1.0
2585,6/20/19,1124,FLL,21.0
2586,6/20/19,1494,FLL,13.0
2587,6/20/19,1576,FLL,0.0
2588,6/20/19,1859,FLL,15.0
2589,6/20/19,5878,FLL,-2.0
2590,6/20/19,5923,FLL,60.0
2591,6/20/19,1489,GRR,5.0
2592,6/20/19,28,HOU,23.0
2593,6/20/19,1050,HOU,-1.0
2594,6/20/19,1456,HOU,2.0
2595,6/20/19,5837,HOU,-6.0
2596,6/20/19,681,IND,-1.0
2597,6/20/19,1199,IND,0.0
2598,6/20/19,1471,IND,23.0
2599,6/20/19,1247,ISP,1.0
2600,6/20/19,1684,ISP,6.0
2601,6/20/19,1984,ISP,30.0
2602,6/20/19,2489,ISP,109.0
2603,6/20/19,498,JAX,-2.0
2604,6/20/19,635,JAX,-1.0
2605,6/20/19,1552,JAX,-6.0
2606,6/20/19,5457,JAX,40.0
2607,6/20/19,302,LAS,1.0
2608,6/20/19,1591,LAS,70.0
2609,6/20/19,1594,LAS,0.0
2610,6/20/19,1504,LAX,2.0
2611,6/20/19,1917,LAX,46.0
2612,6/20/19,2534,LAX,-4.0
2613,6/20/19,435,MCI,16.0
2614,6/20/19,1708,MCI,27.0
2615,6/20/19,5864,MCI,4.0
2616,6/20/19,369,MCO,0.0
2617,6/20/19,496,MCO,11.0
2618,6/20/19,682,MCO,-1.0
2619,6/20/19,890,MCO,24.0
2620,6/20/19,2309,MCO,13.0
2621,6/20/19,2318,MCO,1.0
2622,6/20/19,2435,MCO,0.0
2623,6/20/19,2471,MCO,-4.0
2624,6/20/19,2541,MCO,-1.0
2625,6/20/19,5,MDW,-1.0
2626,6/20/19,187,MDW,-2.0
2627,6/20/19,365,MDW,36.0
2628,6/20/19,1066,MDW,-1.0
2629,6/20/19,2335,MDW,41.0
2630,6/20/19,2424,MDW,-2.0
2631,6/20/19,2552,MDW,0.0
2632,6/20/19,2308,MEM,-1.0
2633,6/20/19,235,MHT,-3.0
2634,6/20/19,314,MHT,14.0
2635,6/20/19,654,MHT,-3.0
2636,6/20/19,1125,MHT,90.0
2637,6/20/19,2577,MHT,-5.0
2638,6/20/19,5867,MHT,29.0
2639,6/20/19,1353,MKE,-1.0
2640,6/20/19,2174,MKE,-3.0
2641,6/20/19,2352,MKE,47.0
2642,6/20/19,1151,MSP,-7.0
2643,6/20/19,1988,MSP,-1.0
2644,6/20/19,1677,MSY,12.0
2645,6/20/19,2002,MSY,12.0
2646,6/20/19,2427,MSY,124.0
2647,6/20/19,2517,MSY,-5.0
2648,6/20/19,1641,OAK,15.0
2649,6/20/19,857,OKC,0.0
2650,6/20/19,889,ORF,17.0
2651,6/20/19,1049,ORF,0.0
2652,6/20/19,1682,ORF,-2.0
2653,6/20/19,1855,ORF,118.0
2654,6/20/19,5974,ORF,0.0
2655,6/20/19,2418,PBI,0.0
2656,6/20/19,2465,PBI,2.0
2657,6/20/19,264,PHX,51.0
2658,6/20/19,577,PHX,2.0
2659,6/20/19,888,PIT,12.0
2660,6/20/19,1316,PIT,-5.0
2661,6/20/19,2056,PIT,63.0
2662,6/20/19,398,PVD,104.0
2663,6/20/19,552,PVD,30.0
2664,6/20/19,632,PVD,-3.0
2665,6/20/19,1229,PVD,107.0
2666,6/20/19,1448,PVD,165.0
2667,6/20/19,2343,PVD,-2.0
2668,6/20/19,213,PWM,27.0
2669,6/20/19,697,PWM,14.0
2670,6/20/19,1172,PWM,25.0
2671,6/20/19,1683,PWM,-3.0
2672,6/20/19,696,RDU,-1.0
2673,6/20/19,1305,RDU,38.0
2674,6/20/19,1434,RDU,-2.0
2675,6/20/19,2289,RDU,-4.0
2676,6/20/19,2428,RDU,-6.0
2677,6/20/19,5853,RDU,71.0
2678,6/20/19,1077,ROC,55.0
2679,6/20/19,2320,ROC,38.0
2680,6/20/19,2342,ROC,-3.0
2681,6/20/19,254,RSW,113.0
2682,6/20/19,1317,RSW,-5.0
2683,6/20/19,2545,RSW,-3.0
2684,6/20/19,1086,SAN,-2.0
2685,6/20/19,2525,SAN,19.0
2686,6/20/19,548,SAT,-3.0
2687,6/20/19,2319,SAT,12.0
2688,6/20/19,105,SDF,-4.0
2689,6/20/19,291,SDF,36.0
2690,6/20/19,466,SDF,-1.0
2691,6/20/19,5295,SDF,-4.0
2692,6/20/19,2438,SEA,-5.0
2693,6/20/19,2434,SJC,5.0
2694,6/20/19,1770,SJU,24.0
2695,6/20/19,2133,SJU,0.0
2696,6/20/19,452,SLC,-1.0
2697,6/20/19,2399,SLC,-2.0
2698,6/20/19,2398,SMF,27.0
2699,6/20/19,686,STL,123.0
2700,6/20/19,705,STL,1.0
2701,6/20/19,2477,STL,-3.0
2702,6/20/19,5888,STL,0.0
2703,6/20/19,313,TPA,-5.0
2704,6/20/19,582,TPA,-4.0
2705,6/20/19,935,TPA,1.0
2706,6/20/19,1173,TPA,3.0
2707,6/20/19,1680,TPA,-1.0
2708,6/20/19,2008,TPA,6.0
2709,6/20/19,3373,TPA,3.0
2710,6/15/19,3885,DAL,7.0
2711,6/15/19,6625,DAL,9.0
2712,6/15/19,3772,DEN,15.0
2713,6/15/19,4711,DEN,10.0
2714,6/15/19,4837,DEN,13.0
2715,6/15/19,5180,DEN,32.0
2716,6/15/19,3514,DTW,-2.0
2717,6/15/19,4917,DTW,6.0
2718,6/15/19,5182,DTW,26.0
2719,6/15/19,4096,ECP,47.0
2720,6/15/19,5768,ECP,-2.0
2721,6/15/19,2751,FLL,7.0
2722,6/15/19,2952,FLL,4.0
2723,6/15/19,3283,FLL,1.0
2724,6/15/19,3658,FLL,27.0
2725,6/15/19,3778,FLL,-2.0
2726,6/15/19,3829,FLL,13.0
2727,6/15/19,3834,FLL,9.0
2728,6/15/19,4308,FLL,0.0
2729,6/15/19,5366,FLL,-1.0
2730,6/15/19,4355,GRR,7.0
2731,6/15/19,2762,HOU,2.0
2732,6/15/19,3825,HOU,42.0
2733,6/15/19,5063,HOU,4.0
2734,6/15/19,4299,IND,24.0
2735,6/15/19,5274,IND,-2.0
2736,6/15/19,2631,ISP,14.0
2737,6/15/19,2740,ISP,1.0
2738,6/15/19,3762,ISP,24.0
2739,6/15/19,4967,ISP,19.0
2740,6/15/19,4153,JAX,-3.0
2741,6/15/19,4155,JAX,3.0
2742,6/15/19,4827,JAX,-1.0
2743,6/15/19,2903,LAS,-6.0
2744,6/15/19,3840,LAS,7.0
2745,6/15/19,5048,LAS,45.0
2746,6/15/19,2883,LAX,3.0
2747,6/15/19,3245,LAX,74.0
2748,6/15/19,4369,LAX,9.0
2749,6/15/19,3700,MCI,11.0
2750,6/15/19,4302,MCI,2.0
2751,6/15/19,4776,MCI,1.0
2752,6/15/19,2989,MCO,12.0
2753,6/15/19,3047,MCO,-2.0
2754,6/15/19,3128,MCO,33.0
2755,6/15/19,3159,MCO,8.0
2756,6/15/19,3344,MCO,8.0
2757,6/15/19,3851,MCO,2.0
2758,6/15/19,4068,MCO,6.0
2759,6/15/19,4616,MCO,3.0
2760,6/15/19,4744,MCO,-4.0
2761,6/15/19,5315,MCO,37.0
2762,6/15/19,5400,MCO,6.0
2763,6/15/19,3025,MDW,5.0
2764,6/15/19,3614,MDW,1.0
2765,6/15/19,3746,MDW,-3.0
2766,6/15/19,4172,MDW,17.0
2767,6/15/19,4178,MDW,57.0
2768,6/15/19,4692,MDW,-4.0
2769,6/15/19,2800,MEM,23.0
2770,6/15/19,1442,MHT,-4.0
2771,6/15/19,3487,MHT,-6.0
2772,6/15/19,3506,MHT,-1.0
2773,6/15/19,3544,MHT,-3.0
2774,6/15/19,3843,MHT,18.0
2775,6/15/19,2948,MKE,36.0
2776,6/15/19,3890,MKE,0.0
2777,6/15/19,5087,MKE,-2.0
2778,6/15/19,4281,MSP,2.0
2779,6/15/19,5581,MSP,-1.0
2780,6/15/19,4069,MSY,34.0
2781,6/15/19,4229,MSY,-3.0
2782,6/15/19,6456,OAK,21.0
2783,6/15/19,994,OKC,2.0
2784,6/15/19,1512,ORF,0.0
2785,6/15/19,3978,ORF,19.0
2786,6/15/19,4783,ORF,-6.0
2787,6/15/19,3784,PBI,4.0
2788,6/15/19,5081,PBI,20.0
2789,6/15/19,3736,PDX,3.0
2790,6/15/19,1635,PHX,13.0
2791,6/15/19,3548,PHX,7.0
2792,6/15/19,2772,PIT,-6.0
2793,6/15/19,4959,PIT,17.0
2794,6/15/19,5245,PIT,27.0
2795,6/15/19,3713,PVD,9.0
2796,6/15/19,3862,PVD,-5.0
2797,6/15/19,4018,PVD,-9.0
2798,6/15/19,4277,PVD,37.0
2799,6/15/19,4966,PVD,1.0
2800,6/15/19,5729,PVD,61.0
2801,6/15/19,3694,PWM,1.0
2802,6/15/19,4151,PWM,-2.0
2803,6/15/19,4518,PWM,-5.0
2804,6/15/19,5895,PWM,-5.0
2805,6/15/19,2048,RDU,-2.0
2806,6/15/19,2632,RDU,-6.0
2807,6/15/19,2860,RDU,99.0
2808,6/15/19,4852,RDU,2.0
2809,6/15/19,5111,RDU,-4.0
2810,6/15/19,1652,ROC,-5.0
2811,6/15/19,4726,ROC,2.0
2812,6/15/19,5115,ROC,-5.0
2813,6/15/19,1586,RSW,-5.0
2814,6/15/19,2971,RSW,-1.0
2815,6/15/19,3531,RSW,-7.0
2816,6/15/19,3873,RSW,-2.0
2817,6/15/19,5184,RSW,53.0
2818,6/15/19,2836,SAN,8.0
2819,6/15/19,3074,SAN,-1.0
2820,6/15/19,3788,SAN,32.0
2821,6/15/19,2649,SAT,4.0
2822,6/15/19,5082,SAT,-3.0
2823,6/15/19,3645,SDF,17.0
2824,6/15/19,4048,SDF,17.0
2825,6/15/19,5120,SDF,38.0
2826,6/15/19,3061,SEA,5.0
2827,6/15/19,3029,SJC,9.0
2828,6/15/19,1795,SJU,-1.0
2829,6/15/19,3955,SJU,5.0
2830,6/15/19,5027,SJU,33.0
2831,6/15/19,3154,SLC,4.0
2832,6/15/19,4759,SLC,-6.0
2833,6/15/19,5952,SMF,2.0
2834,6/15/19,1133,STL,2.0
2835,6/15/19,3021,STL,10.0
2836,6/15/19,4634,STL,0.0
2837,6/15/19,323,TPA,-5.0
2838,6/15/19,1142,TPA,80.0
2839,6/15/19,2771,TPA,7.0
2840,6/15/19,3063,TPA,-3.0
2841,6/15/19,3309,TPA,0.0
2842,6/15/19,3625,TPA,7.0
2843,6/15/19,4709,TPA,10.0
2844,6/16/19,4179,ABQ,-1.0
2845,6/16/19,4506,ABQ,0.0
2846,6/16/19,2794,ALB,75.0
2847,6/16/19,3844,ALB,20.0
2848,6/16/19,4214,ALB,2.0
2849,6/16/19,5135,ALB,-5.0
2850,6/16/19,5606,ALB,-2.0
2851,6/16/19,3571,ATL,-1.0
2852,6/16/19,3933,ATL,-5.0
2853,6/16/19,4307,ATL,10.0
2854,6/16/19,4429,ATL,42.0
2855,6/16/19,5136,ATL,9.0
2856,6/16/19,5523,ATL,1.0
2857,6/16/19,1905,AUS,-1.0
2858,6/16/19,4087,AUS,-4.0
2859,6/16/19,4185,AUS,10.0
2860,6/16/19,3189,BDL,-2.0
2861,6/16/19,3633,BDL,2.0
2862,6/16/19,4211,BDL,-4.0
2863,6/16/19,4330,BDL,37.0
2864,6/16/19,4636,BDL,0.0
2865,6/16/19,4880,BDL,40.0
2866,6/16/19,2833,BHM,-2.0
2867,6/16/19,3881,BHM,-3.0
2868,6/16/19,2076,BNA,3.0
2869,6/16/19,3719,BNA,77.0
2870,6/16/19,4241,BNA,-1.0
2871,6/16/19,4819,BNA,-1.0
2872,6/16/19,5126,BNA,21.0
2873,6/16/19,1712,BOS,13.0
2874,6/16/19,3131,BOS,-4.0
2875,6/16/19,3367,BOS,9.0
2876,6/16/19,3754,BOS,-2.0
2877,6/16/19,3860,BOS,0.0
2878,6/16/19,4484,BOS,0.0
2879,6/16/19,4764,BOS,89.0
2880,6/16/19,5158,BOS,6.0
2881,6/16/19,3262,BUF,16.0
2882,6/16/19,3888,BUF,0.0
2883,6/16/19,4898,BUF,7.0
2884,6/16/19,5521,BUF,-2.0
2885,6/16/19,33,CHS,4.0
2886,6/16/19,3156,CHS,50.0
2887,6/16/19,1946,CLE,69.0
2888,6/16/19,4591,CLE,34.0
2889,6/16/19,4923,CLE,-2.0
2890,6/16/19,5566,CLT,2.0
2891,6/16/19,5685,CLT,36.0
2892,6/16/19,5831,CLT,-2.0
2893,6/16/19,2739,CMH,12.0
2894,6/16/19,5145,CMH,-6.0
2895,6/16/19,5234,CMH,-3.0
2896,6/16/19,2733,CVG,2.0
2897,6/16/19,4347,CVG,-4.0
2898,6/16/19,4469,CVG,0.0
2899,6/16/19,1928,DAL,9.0
2900,6/16/19,4280,DAL,-4.0
2901,6/16/19,5621,DAL,0.0
2902,6/16/19,5715,DAL,-3.0
2903,6/16/19,1094,DEN,1.0
2904,6/16/19,1887,DEN,18.0
2905,6/16/19,2636,DEN,30.0
2906,6/16/19,4816,DEN,14.0
2907,6/16/19,5716,DEN,-4.0
2908,6/16/19,2559,DTW,25.0
2909,6/16/19,4013,DTW,4.0
2910,6/16/19,5022,ECP,5.0
2911,6/16/19,3057,FLL,2.0
2912,6/16/19,3177,FLL,36.0
2913,6/16/19,3839,FLL,0.0
2914,6/16/19,3938,FLL,12.0
2915,6/16/19,5112,FLL,15.0
2916,6/16/19,5522,FLL,-4.0
2917,6/16/19,3026,GRR,66.0
2918,6/16/19,1284,HOU,0.0
2919,6/16/19,2970,HOU,0.0
2920,6/16/19,3826,HOU,88.0
2921,6/16/19,5031,HOU,20.0
2922,6/16/19,2695,IND,-4.0
2923,6/16/19,3474,IND,-3.0
2924,6/16/19,4654,ISP,74.0
2925,6/16/19,5096,ISP,0.0
2926,6/16/19,5396,ISP,3.0
2927,6/16/19,4150,JAX,122.0
2928,6/16/19,4382,JAX,-1.0
2929,6/16/19,5174,JAX,-1.0
2930,6/16/19,5316,JAX,0.0
2931,6/16/19,3838,LAS,-3.0
2932,6/16/19,3993,LAS,92.0
2933,6/16/19,3345,LAX,0.0
2934,6/16/19,3902,LAX,35.0
2935,6/16/19,2672,MCI,74.0
2936,6/16/19,4166,MCI,-2.0
2937,6/16/19,5194,MCI,-2.0
2938,6/16/19,2147,MCO,-5.0
2939,6/16/19,3183,MCO,28.0
2940,6/16/19,3534,MCO,-2.0
2941,6/16/19,3664,MCO,-4.0
2942,6/16/19,3697,MCO,27.0
2943,6/16/19,4146,MCO,-3.0
2944,6/16/19,4282,MCO,-1.0
2945,6/16/19,5582,MCO,29.0
2946,6/16/19,3150,MDW,11.0
2947,6/16/19,3587,MDW,-1.0
2948,6/16/19,4287,MDW,1.0
2949,6/16/19,4414,MDW,4.0
2950,6/16/19,4791,MDW,6.0
2951,6/16/19,4840,MDW,-1.0
2952,6/16/19,5590,MDW,11.0
2953,6/16/19,4227,MEM,-1.0
2954,6/16/19,4361,MEM,-2.0
2955,6/16/19,3617,MHT,-1.0
2956,6/16/19,4325,MHT,-4.0
2957,6/16/19,4477,MHT,56.0
2958,6/16/19,5325,MHT,-4.0
2959,6/16/19,6586,MHT,9.0
2960,6/16/19,3594,MKE,0.0
2961,6/16/19,5159,MKE,-3.0
2962,6/16/19,2173,MSP,-8.0
2963,6/16/19,5268,MSP,-3.0
2964,6/16/19,5105,MSY,-4.0
2965,6/16/19,5189,MSY,57.0
2966,6/16/19,5469,MSY,31.0
2967,6/16/19,5697,MSY,-7.0
2968,6/16/19,4374,OAK,18.0
2969,6/16/19,3608,OKC,-4.0
2970,6/16/19,4084,ORF,5.0
2971,6/16/19,4199,ORF,135.0
2972,6/16/19,5368,ORF,-4.0
2973,6/16/19,5016,PBI,9.0
2974,6/16/19,5246,PBI,14.0
2975,6/16/19,5485,PBI,3.0
2976,6/16/19,4863,PDX,104.0
2977,6/16/19,5509,PHX,16.0
2978,6/16/19,5668,PHX,3.0
2979,6/16/19,3339,PIT,150.0
2980,6/16/19,3463,PIT,-1.0
2981,6/16/19,2100,PVD,34.0
2982,6/16/19,3747,PVD,1.0
2983,6/16/19,4272,PVD,-5.0
2984,6/16/19,5018,PVD,-2.0
2985,6/16/19,5207,PVD,7.0
2986,6/16/19,5402,PVD,25.0
2987,6/16/19,4151,PWM,14.0
2988,6/16/19,4638,PWM,0.0
2989,6/16/19,2766,RDU,-1.0
2990,6/16/19,3101,RDU,167.0
2991,6/16/19,3553,RDU,-4.0
2992,6/16/19,4312,RDU,-2.0
2993,6/16/19,4371,RDU,-2.0
2994,6/16/19,4843,RDU,104.0
2995,6/16/19,6498,RDU,-1.0
2996,6/16/19,4085,ROC,25.0
2997,6/16/19,4294,ROC,16.0
2998,6/16/19,3432,RSW,-5.0
2999,6/16/19,3635,RSW,36.0
3000,6/16/19,5322,RSW,-2.0
3001,6/16/19,3964,SAN,-4.0
3002,6/16/19,2891,SAT,0.0
3003,6/16/19,2992,SAT,14.0
3004,6/16/19,5676,SAT,2.0
3005,6/16/19,2684,SDF,25.0
3006,6/16/19,2924,SDF,162.0
3007,6/16/19,3513,SDF,19.0
3008,6/16/19,5634,SJC,-5.0
3009,6/16/19,4073,SJU,-1.0
3010,6/16/19,4988,SJU,16.0
3011,6/16/19,4080,SLC,8.0
3012,6/16/19,3532,SMF,-3.0
3013,6/16/19,3384,STL,9.0
3014,6/16/19,3408,STL,21.0
3015,6/16/19,4535,STL,0.0
3016,6/16/19,5648,STL,0.0
3017,6/16/19,329,TPA,0.0
3018,6/16/19,1906,TPA,-4.0
3019,6/16/19,3373,TPA,1.0
3020,6/16/19,4270,TPA,0.0
3021,6/16/19,4271,TPA,9.0
3022,6/16/19,4511,TPA,9.0
3023,6/16/19,4911,TPA,0.0
3024,6/9/19,2629,ORD,-2.0
3025,6/16/19,2629,ORD,9.0
3026,6/23/19,2629,ORD,-3.0
3027,6/30/19,2629,ORD,174.0
3028,6/1/19,2670,CLT,0.0
3029,6/2/19,2670,CLT,4.0
3030,6/3/19,2670,CLT,-9.0
3031,6/4/19,2670,CLT,-3.0
3032,6/5/19,2670,CLT,-8.0
3033,6/6/19,2670,CLT,-9.0
3034,6/7/19,2670,CLT,-6.0
3035,6/8/19,2670,CLT,-6.0
3036,6/9/19,2670,CLT,-6.0
3037,6/10/19,2670,CLT,-7.0
3038,6/11/19,2670,CLT,0.0
3039,6/12/19,2670,CLT,-6.0
3040,6/13/19,2670,CLT,-5.0
3041,6/14/19,2670,CLT,-5.0
3042,6/15/19,2670,CLT,-7.0
3043,6/16/19,2670,CLT,-2.0
3044,6/17/19,2670,CLT,-3.0
3045,6/18/19,2670,CLT,37.0
3046,6/19/19,2670,CLT,-5.0
3047,6/20/19,2670,CLT,-3.0
3048,6/21/19,2670,CLT,-3.0
3049,6/22/19,2670,CLT,-8.0
3050,6/23/19,2670,CLT,0.0
3051,6/24/19,2670,CLT,-7.0
3052,6/25/19,2670,CLT,-4.0
3053,6/26/19,2670,CLT,-6.0
3054,6/27/19,2670,CLT,-5.0
3055,6/28/19,2670,CLT,-8.0
3056,6/30/19,2670,CLT,-5.0
3057,6/1/19,2719,CLT,53.0
3058,6/2/19,2719,CLT,26.0
3059,6/3/19,2719,CLT,-5.0
3060,6/4/19,2719,CLT,-4.0
3061,6/5/19,2719,CLT,107.0
3062,6/6/19,2719,CLT,38.0
3063,6/7/19,2719,CLT,2.0
3064,6/8/19,2719,CLT,-5.0
3065,6/9/19,2719,CLT,11.0
3066,6/10/19,2719,CLT,0.0
3067,6/11/19,2719,CLT,-6.0
3068,6/12/19,2719,CLT,67.0
3069,6/13/19,2719,CLT,167.0
3070,6/14/19,2719,CLT,1.0
3071,6/15/19,2719,CLT,0.0
3072,6/17/19,2719,CLT,223.0
3073,6/18/19,2719,CLT,-7.0
3074,6/19/19,2719,CLT,72.0
3075,6/20/19,2719,CLT,178.0
3076,6/21/19,2719,CLT,-1.0
3077,6/22/19,2719,CLT,6.0
3078,6/23/19,2719,CLT,2.0
3079,6/24/19,2719,CLT,-9.0
3080,6/25/19,2719,CLT,-1.0
3081,6/26/19,2719,CLT,-7.0
3082,6/27/19,2719,CLT,48.0
3083,6/28/19,2719,CLT,76.0
3084,6/29/19,2719,CLT,21.0
3085,6/30/19,2719,CLT,149.0
3086,6/6/19,218,CLT,-7.0
3087,6/7/19,218,CLT,-2.0
3088,6/8/19,218,CLT,-6.0
3089,6/10/19,218,CLT,-5.0
3090,6/11/19,218,CLT,-7.0
3091,6/12/19,218,CLT,-7.0
3092,6/13/19,218,CLT,-2.0
3093,6/14/19,218,CLT,-2.0
3094,6/15/19,218,CLT,-4.0
3095,6/17/19,218,CLT,-7.0
3096,6/18/19,218,CLT,-1.0
3097,6/19/19,218,CLT,-5.0
3098,6/20/19,218,CLT,-6.0
3099,6/22/19,218,CLT,-6.0
3100,6/24/19,218,CLT,-5.0
3101,6/25/19,218,CLT,-5.0
3102,6/26/19,218,CLT,-6.0
3103,6/27/19,218,CLT,-3.0
3104,6/28/19,218,CLT,-4.0
3105,6/29/19,218,CLT,-2.0
3106,6/2/19,413,CLT,8.0
3107,6/3/19,413,CLT,-3.0
3108,6/4/19,413,CLT,-1.0
3109,6/5/19,413,CLT,-3.0
3110,6/6/19,413,CLT,-6.0
3111,6/7/19,413,CLT,-4.0
3112,6/9/19,413,CLT,160.0
3113,6/10/19,413,CLT,-1.0
3114,6/11/19,413,CLT,-7.0
3115,6/12/19,413,CLT,7.0
3116,6/13/19,413,CLT,-7.0
3117,6/14/19,413,CLT,0.0
3118,6/16/19,413,CLT,18.0
3119,6/17/19,413,CLT,-5.0
3120,6/18/19,413,CLT,-10.0
3121,6/19/19,413,CLT,-10.0
3122,6/20/19,413,CLT,14.0
3123,6/21/19,413,CLT,10.0
3124,6/23/19,413,CLT,-9.0
3125,6/24/19,413,CLT,1.0
3126,6/26/19,413,CLT,39.0
3127,6/27/19,413,CLT,-1.0
3128,6/28/19,413,CLT,3.0
3129,6/30/19,413,CLT,-7.0
3130,6/8/19,5443,JFK,56.0
3131,6/10/19,5443,JFK,55.0
3132,6/11/19,5443,JFK,78.0
3133,6/12/19,5443,JFK,4.0
3134,6/13/19,5443,JFK,17.0
3135,6/14/19,5443,JFK,7.0
3136,6/15/19,5443,JFK,-1.0
