"QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","MKT_CARRIER_FL_NUM","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW",
2,6,23,7,2019-06-23,"378","AS",19930,14679,1467903,33570,"SAN",10821,1082106,30852,"BWI","2237",-3.00,0.00,
2,6,23,7,2019-06-23,"385","AS",19930,10821,1082106,30852,"BWI",14057,1405702,34057,"PDX","1727",12.00,12.00,
2,6,23,7,2019-06-23,"524","AS",19930,10821,1082106,30852,"BWI",14747,1474703,30559,"SEA","0701",1.00,1.00,
2,6,23,7,2019-06-23,"739","AS",19930,10821,1082106,30852,"BWI",12892,1289208,32575,"LAX","0825",0.00,0.00,
2,6,23,7,2019-06-23,"740","AS",19930,12892,1289208,32575,"LAX",10821,1082106,30852,"BWI","2047",-3.00,0.00,
2,6,23,7,2019-06-23,"765","AS",19930,10821,1082106,30852,"BWI",14747,1474703,30559,"SEA","1740",20.00,20.00,
2,6,23,7,2019-06-23,"774","AS",19930,14747,1474703,30559,"SEA",10821,1082106,30852,"BWI","2119",-6.00,0.00,
2,6,23,7,2019-06-23,"922","AS",19930,14747,1474703,30559,"SEA",10821,1082106,30852,"BWI","0808",8.00,8.00,
2,6,24,1,2019-06-24,"236","AS",19930,14771,1477104,32457,"SFO",10821,1082106,30852,"BWI","0944",24.00,24.00,
2,6,24,1,2019-06-24,"327","AS",19930,10821,1082106,30852,"BWI",14771,1477104,32457,"SFO","1847",-3.00,0.00,
2,6,24,1,2019-06-24,"372","AS",19930,14057,1405702,34057,"PDX",10821,1082106,30852,"BWI","0801",-4.00,0.00,
2,6,24,1,2019-06-24,"377","AS",19930,10821,1082106,30852,"BWI",14679,1467903,33570,"SAN","0610",-5.00,0.00,
2,6,24,1,2019-06-24,"378","AS",19930,14679,1467903,33570,"SAN",10821,1082106,30852,"BWI","2239",-1.00,0.00,
2,6,24,1,2019-06-24,"385","AS",19930,10821,1082106,30852,"BWI",14057,1405702,34057,"PDX","1715",0.00,0.00,
2,6,24,1,2019-06-24,"524","AS",19930,10821,1082106,30852,"BWI",14747,1474703,30559,"SEA","0736",36.00,36.00,
2,6,24,1,2019-06-24,"739","AS",19930,10821,1082106,30852,"BWI",12892,1289208,32575,"LAX","0820",-5.00,0.00,
2,6,24,1,2019-06-24,"740","AS",19930,12892,1289208,32575,"LAX",10821,1082106,30852,"BWI","2051",1.00,1.00,
2,6,24,1,2019-06-24,"765","AS",19930,10821,1082106,30852,"BWI",14747,1474703,30559,"SEA","1751",31.00,31.00,
2,6,24,1,2019-06-24,"774","AS",19930,14747,1474703,30559,"SEA",10821,1082106,30852,"BWI","2120",-5.00,0.00,
2,6,24,1,2019-06-24,"922","AS",19930,14747,1474703,30559,"SEA",10821,1082106,30852,"BWI","0757",-3.00,0.00,
2,6,1,6,2019-06-01,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0615",-5.00,0.00,
2,6,2,7,2019-06-02,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0617",-3.00,0.00,
2,6,3,1,2019-06-03,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0617",-3.00,0.00,
2,6,4,2,2019-06-04,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0617",-3.00,0.00,
2,6,5,3,2019-06-05,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0614",-6.00,0.00,
2,6,6,4,2019-06-06,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0617",-3.00,0.00,
2,6,7,5,2019-06-07,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0617",-3.00,0.00,
2,6,8,6,2019-06-08,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0620",0.00,0.00,
2,6,9,7,2019-06-09,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0620",0.00,0.00,
2,6,10,1,2019-06-10,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0636",16.00,16.00,
2,6,11,2,2019-06-11,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1623",603.00,603.00,
2,6,12,3,2019-06-12,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0627",7.00,7.00,
2,6,13,4,2019-06-13,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0625",10.00,10.00,
2,6,14,5,2019-06-14,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0617",2.00,2.00,
2,6,15,6,2019-06-15,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0614",-1.00,0.00,
2,6,16,7,2019-06-16,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0636",21.00,21.00,
2,6,17,1,2019-06-17,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0623",8.00,8.00,
2,6,18,2,2019-06-18,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0620",5.00,5.00,
2,6,19,3,2019-06-19,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0618",3.00,3.00,
2,6,20,4,2019-06-20,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0613",-2.00,0.00,
2,6,21,5,2019-06-21,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0613",-2.00,0.00,
2,6,22,6,2019-06-22,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0618",3.00,3.00,
2,6,23,7,2019-06-23,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0625",10.00,10.00,
2,6,24,1,2019-06-24,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0651",36.00,36.00,
2,6,25,2,2019-06-25,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0611",-4.00,0.00,
2,6,26,3,2019-06-26,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0611",-4.00,0.00,
2,6,27,4,2019-06-27,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0618",3.00,3.00,
2,6,28,5,2019-06-28,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0621",6.00,6.00,
2,6,29,6,2019-06-29,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0614",-1.00,0.00,
2,6,30,7,2019-06-30,"389","NK",20416,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","0614",-1.00,0.00,
2,6,1,6,2019-06-01,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1030",58.00,58.00,
2,6,2,7,2019-06-02,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1115",103.00,103.00,
2,6,3,1,2019-06-03,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0928",-4.00,0.00,
2,6,4,2,2019-06-04,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0934",2.00,2.00,
2,6,5,3,2019-06-05,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0936",4.00,4.00,
2,6,6,4,2019-06-06,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0927",-5.00,0.00,
2,6,7,5,2019-06-07,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1036",64.00,64.00,
2,6,8,6,2019-06-08,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0932",0.00,0.00,
2,6,9,7,2019-06-09,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0928",-4.00,0.00,
2,6,10,1,2019-06-10,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1128",116.00,116.00,
2,6,11,2,2019-06-11,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0929",-3.00,0.00,
2,6,12,3,2019-06-12,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0956",24.00,24.00,
2,6,13,4,2019-06-13,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0923",1.00,1.00,
2,6,14,5,2019-06-14,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0922",0.00,0.00,
2,6,15,6,2019-06-15,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0916",-6.00,0.00,
2,6,16,7,2019-06-16,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0930",8.00,8.00,
2,6,17,1,2019-06-17,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0924",2.00,2.00,
2,6,18,2,2019-06-18,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0919",-3.00,0.00,
2,6,19,3,2019-06-19,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0916",-6.00,0.00,
2,6,20,4,2019-06-20,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0916",-6.00,0.00,
2,6,21,5,2019-06-21,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0916",-6.00,0.00,
2,6,22,6,2019-06-22,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0920",-2.00,0.00,
2,6,23,7,2019-06-23,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0914",-8.00,0.00,
2,6,24,1,2019-06-24,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0952",30.00,30.00,
2,6,25,2,2019-06-25,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0922",0.00,0.00,
2,6,26,3,2019-06-26,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0924",2.00,2.00,
2,6,27,4,2019-06-27,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0920",-2.00,0.00,
2,6,28,5,2019-06-28,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0950",28.00,28.00,
2,6,29,6,2019-06-29,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0921",-1.00,0.00,
2,6,30,7,2019-06-30,"390","NK",20416,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","0926",4.00,4.00,
2,6,1,6,2019-06-01,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0726",-4.00,0.00,
2,6,2,7,2019-06-02,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0729",-1.00,0.00,
2,6,3,1,2019-06-03,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0729",-1.00,0.00,
2,6,4,2,2019-06-04,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0726",-4.00,0.00,
2,6,5,3,2019-06-05,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0731",1.00,1.00,
2,6,6,4,2019-06-06,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0729",-1.00,0.00,
2,6,7,5,2019-06-07,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0814",44.00,44.00,
2,6,8,6,2019-06-08,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0729",-1.00,0.00,
2,6,9,7,2019-06-09,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0740",10.00,10.00,
2,6,10,1,2019-06-10,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1218",288.00,288.00,
2,6,11,2,2019-06-11,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0735",5.00,5.00,
2,6,12,3,2019-06-12,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0725",-5.00,0.00,
2,6,13,4,2019-06-13,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0744",-6.00,0.00,
2,6,14,5,2019-06-14,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0748",-2.00,0.00,
2,6,15,6,2019-06-15,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0744",-6.00,0.00,
2,6,16,7,2019-06-16,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0744",-6.00,0.00,
2,6,17,1,2019-06-17,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0747",-3.00,0.00,
2,6,18,2,2019-06-18,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0746",-4.00,0.00,
2,6,19,3,2019-06-19,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0744",-6.00,0.00,
2,6,20,4,2019-06-20,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0748",-2.00,0.00,
2,6,21,5,2019-06-21,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0747",-3.00,0.00,
2,6,22,6,2019-06-22,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0747",-3.00,0.00,
2,6,23,7,2019-06-23,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0746",-4.00,0.00,
2,6,24,1,2019-06-24,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0745",-5.00,0.00,
2,6,25,2,2019-06-25,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0744",-6.00,0.00,
2,6,26,3,2019-06-26,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0746",-4.00,0.00,
2,6,27,4,2019-06-27,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0746",-4.00,0.00,
2,6,28,5,2019-06-28,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0745",-5.00,0.00,
2,6,29,6,2019-06-29,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0748",-2.00,0.00,
2,6,30,7,2019-06-30,"410","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","0751",1.00,1.00,
2,6,1,6,2019-06-01,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1715",35.00,35.00,
2,6,2,7,2019-06-02,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1638",-2.00,0.00,
2,6,3,1,2019-06-03,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1634",-6.00,0.00,
2,6,4,2,2019-06-04,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1706",26.00,26.00,
2,6,5,3,2019-06-05,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1930",170.00,170.00,
2,6,6,4,2019-06-06,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1647",7.00,7.00,
2,6,7,5,2019-06-07,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1638",-2.00,0.00,
2,6,8,6,2019-06-08,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1727",47.00,47.00,
2,6,9,7,2019-06-09,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1703",23.00,23.00,
2,6,10,1,2019-06-10,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1828",108.00,108.00,
2,6,11,2,2019-06-11,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1635",-5.00,0.00,
2,6,12,3,2019-06-12,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1638",-2.00,0.00,
2,6,13,4,2019-06-13,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1635",15.00,15.00,
2,6,14,5,2019-06-14,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1742",82.00,82.00,
2,6,15,6,2019-06-15,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1613",-7.00,0.00,
2,6,16,7,2019-06-16,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1614",-6.00,0.00,
2,6,17,1,2019-06-17,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1612",-8.00,0.00,
2,6,18,2,2019-06-18,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1829",129.00,129.00,
2,6,19,3,2019-06-19,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1630",10.00,10.00,
2,6,20,4,2019-06-20,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1819",119.00,119.00,
2,6,21,5,2019-06-21,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1638",18.00,18.00,
2,6,22,6,2019-06-22,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1612",-8.00,0.00,
2,6,23,7,2019-06-23,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1634",14.00,14.00,
2,6,24,1,2019-06-24,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1629",9.00,9.00,
2,6,25,2,2019-06-25,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1614",-6.00,0.00,
2,6,26,3,2019-06-26,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1617",-3.00,0.00,
2,6,27,4,2019-06-27,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1629",9.00,9.00,
2,6,28,5,2019-06-28,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1751",91.00,91.00,
2,6,29,6,2019-06-29,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1852",152.00,152.00,
2,6,30,7,2019-06-30,"414","NK",20416,11697,1169706,32467,"FLL",10821,1082106,30852,"BWI","1620",0.00,0.00,
2,6,1,6,2019-06-01,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1405",50.00,50.00,
2,6,5,3,2019-06-05,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1309",-6.00,0.00,
2,6,8,6,2019-06-08,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1349",34.00,34.00,
2,6,12,3,2019-06-12,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1334",19.00,19.00,
2,6,15,6,2019-06-15,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1316",-7.00,0.00,
2,6,19,3,2019-06-19,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1322",-1.00,0.00,
2,6,22,6,2019-06-22,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1318",-5.00,0.00,
2,6,26,3,2019-06-26,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1314",-9.00,0.00,
2,6,29,6,2019-06-29,"426","NK",20416,13577,1357702,31135,"MYR",10821,1082106,30852,"BWI","1321",-2.00,0.00,
2,6,1,6,2019-06-01,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","2222",172.00,172.00,
2,6,2,7,2019-06-02,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1947",17.00,17.00,
2,6,3,1,2019-06-03,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1930",0.00,0.00,
2,6,4,2,2019-06-04,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1925",-5.00,0.00,
2,6,5,3,2019-06-05,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","",,,
2,6,6,4,2019-06-06,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1929",-1.00,0.00,
2,6,7,5,2019-06-07,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1932",2.00,2.00,
2,6,8,6,2019-06-08,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1929",-1.00,0.00,
2,6,9,7,2019-06-09,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1930",0.00,0.00,
2,6,10,1,2019-06-10,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","2108",98.00,98.00,
2,6,11,2,2019-06-11,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1936",6.00,6.00,
2,6,12,3,2019-06-12,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","2234",184.00,184.00,
2,6,13,4,2019-06-13,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1932",2.00,2.00,
2,6,14,5,2019-06-14,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1928",-2.00,0.00,
2,6,15,6,2019-06-15,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1942",12.00,12.00,
2,6,16,7,2019-06-16,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1940",10.00,10.00,
2,6,17,1,2019-06-17,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1926",-4.00,0.00,
2,6,18,2,2019-06-18,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","2008",38.00,38.00,
2,6,19,3,2019-06-19,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1940",10.00,10.00,
2,6,20,4,2019-06-20,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1931",1.00,1.00,
2,6,21,5,2019-06-21,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1928",-2.00,0.00,
2,6,22,6,2019-06-22,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1930",0.00,0.00,
2,6,23,7,2019-06-23,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1929",-1.00,0.00,
2,6,24,1,2019-06-24,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1929",-1.00,0.00,
2,6,25,2,2019-06-25,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1940",10.00,10.00,
2,6,26,3,2019-06-26,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1934",4.00,4.00,
2,6,27,4,2019-06-27,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1951",21.00,21.00,
2,6,28,5,2019-06-28,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","2000",30.00,30.00,
2,6,29,6,2019-06-29,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1931",1.00,1.00,
2,6,30,7,2019-06-30,"443","NK",20416,10821,1082106,30852,"BWI",11697,1169706,32467,"FLL","1938",8.00,8.00,
2,6,11,2,2019-06-11,"1242","F9",20436,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1351",-3.00,0.00,
2,6,11,2,2019-06-11,"1243","F9",20436,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1713",2.00,2.00,
2,6,12,3,2019-06-12,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0532",2.00,2.00,
2,6,12,3,2019-06-12,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1145",1.00,1.00,
2,6,13,4,2019-06-13,"1242","F9",20436,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1410",-7.00,0.00,
2,6,13,4,2019-06-13,"1243","F9",20436,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1721",-3.00,0.00,
2,6,14,5,2019-06-14,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0528",-2.00,0.00,
2,6,14,5,2019-06-14,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1142",-2.00,0.00,
2,6,15,6,2019-06-15,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0548",18.00,18.00,
2,6,15,6,2019-06-15,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1149",5.00,5.00,
2,6,16,7,2019-06-16,"1242","F9",20436,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1421",4.00,4.00,
2,6,16,7,2019-06-16,"1243","F9",20436,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1844",80.00,80.00,
2,6,17,1,2019-06-17,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0529",-1.00,0.00,
2,6,17,1,2019-06-17,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1144",0.00,0.00,
2,6,18,2,2019-06-18,"1242","F9",20436,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1344",-10.00,0.00,
2,6,18,2,2019-06-18,"1243","F9",20436,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1720",9.00,9.00,
2,6,19,3,2019-06-19,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0527",-3.00,0.00,
2,6,19,3,2019-06-19,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1306",82.00,82.00,
2,6,20,4,2019-06-20,"1242","F9",20436,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1501",44.00,44.00,
2,6,20,4,2019-06-20,"1243","F9",20436,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1809",45.00,45.00,
2,6,21,5,2019-06-21,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0532",2.00,2.00,
2,6,21,5,2019-06-21,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1204",20.00,20.00,
2,6,22,6,2019-06-22,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0527",-3.00,0.00,
2,6,22,6,2019-06-22,"227","F9",20436,10821,1082106,30852,"BWI",11292,1129202,30325,"DEN","1201",17.00,17.00,
2,6,23,7,2019-06-23,"1242","F9",20436,13204,1320402,31454,"MCO",10821,1082106,30852,"BWI","1444",27.00,27.00,
2,6,23,7,2019-06-23,"1243","F9",20436,10821,1082106,30852,"BWI",13204,1320402,31454,"MCO","1751",27.00,27.00,
2,6,24,1,2019-06-24,"226","F9",20436,11292,1129202,30325,"DEN",10821,1082106,30852,"BWI","0526",-4.00,0.00,
